"","ENSEMBL","SYMBOL","Length"
"8105","ENSG00000141452","RMC1",3090
"8106","ENSG00000141456","PELP1",6577
"8107","ENSG00000141458","NPC1",10102
"8108","ENSG00000141469","SLC14A1",6376
"8109","ENSG00000141480","ARRB2",4372
"8110","ENSG00000141485","SLC13A5",8982
"8111","ENSG00000141497","ZMYND15",3303
"8112","ENSG00000141499","WRAP53",5087
"8113","ENSG00000141503","MINK1",7817
"8114","ENSG00000141504","SAT2",1643
"8115","ENSG00000141505","ASGR1",3748
"8116","ENSG00000141506","PIK3R5",7506
"8117","ENSG00000141510","TP53",3936
"8118","ENSG00000141519","CCDC40",9961
"8119","ENSG00000141522","ARHGDIA",2903
"8120","ENSG00000141524","TMC6",8669
"8121","ENSG00000141526","SLC16A3",8995
"8122","ENSG00000141527","CARD14",8208
"8123","ENSG00000141540","TTYH2",5375
"8124","ENSG00000141542","RAB40B",6194
"8125","ENSG00000141543","EIF4A3",4967
"8126","ENSG00000141551","CSNK1D",11024
"8127","ENSG00000141552","ANAPC11",4027
"8128","ENSG00000141556","TBCD",13546
"8129","ENSG00000141560","FN3KRP",2971
"8130","ENSG00000141562","NARF",7962
"8131","ENSG00000141564","RPTOR",9389
"8132","ENSG00000141568","FOXK2",9991
"8133","ENSG00000141569","TRIM65",3906
"8134","ENSG00000141570","CBX8",4164
"8135","ENSG00000141574","SECTM1",2961
"8136","ENSG00000141576","RNF157",7802
"8137","ENSG00000141577","CEP131",3966
"8138","ENSG00000141579","ZNF750",3713
"8139","ENSG00000141580","WDR45B",3542
"8140","ENSG00000141582","CBX4",2880
"8141","ENSG00000141622","RNF165",11419
"8142","ENSG00000141627","DYM",7256
"8144","ENSG00000141642","ELAC1",3970
"8145","ENSG00000141644","MBD1",6734
"8146","ENSG00000141646","SMAD4",13123
"8147","ENSG00000141655","TNFRSF11A",8993
"8148","ENSG00000141664","ZCCHC2",10235
"8149","ENSG00000141665","FBXO15",6198
"8151","ENSG00000141682","PMAIP1",2235
"8152","ENSG00000141696","P3H4",3740
"8153","ENSG00000141698","NT5C3B",2730
"8154","ENSG00000141699","RETREG3",5145
"8155","ENSG00000141736","ERBB2",10321
"8157","ENSG00000141741","MIEN1",2292
"8158","ENSG00000141744","PNMT",1457
"8161","ENSG00000141753","IGFBP4",2200
"8162","ENSG00000141756","FKBP10",4273
"8163","ENSG00000141759","TXNL4A",5231
"8164","ENSG00000141837","CACNA1A",10920
"8165","ENSG00000141854","MISP3",2354
"8166","ENSG00000141858","SAMD1",2263
"8167","ENSG00000141867","BRD4",12093
"8168","ENSG00000141873","SLC39A3",4552
"8169","ENSG00000141905","NFIC",9347
"8170","ENSG00000141933","TPGS1",3642
"8171","ENSG00000141934","PLPP2",7059
"8173","ENSG00000141956","PRDM15",13004
"8174","ENSG00000141959","PFKL",8926
"8175","ENSG00000141965","FEM1A",9593
"8176","ENSG00000141968","VAV1",4305
"8177","ENSG00000141971","MVB12A",4053
"8178","ENSG00000141977","CIB3",711
"8179","ENSG00000141985","SH3GL1",3685
"8180","ENSG00000141994","DUS3L",3642
"8181","ENSG00000142002","DPP9",8324
"8183","ENSG00000142039","CCDC97",3821
"8184","ENSG00000142046","TMEM91",2796
"8185","ENSG00000142065","ZFP14",7817
"8186","ENSG00000142082","SIRT3",5202
"8187","ENSG00000142089","IFITM3",1348
"8188","ENSG00000142102","PGGHG",5260
"8190","ENSG00000142156","COL6A1",5343
"8192","ENSG00000142166","IFNAR1",6301
"8193","ENSG00000142168","SOD1",2019
"8194","ENSG00000142173","COL6A2",5386
"8195","ENSG00000142178","SIK1",4886
"8197","ENSG00000142185","TRPM2",6705
"8198","ENSG00000142186","SCYL1",4282
"8199","ENSG00000142188","TMEM50B",4495
"8200","ENSG00000142192","APP",6316
"8201","ENSG00000142197","DOP1B",9030
"8202","ENSG00000142207","URB1",11461
"8203","ENSG00000142208","AKT1",11162
"8205","ENSG00000142227","EMP3",1667
"8206","ENSG00000142230","SAE1",3396
"8207","ENSG00000142233","NTN5",3115
"8208","ENSG00000142235","LMTK3",5163
"8209","ENSG00000142252","GEMIN7",1915
"8211","ENSG00000142279","WTIP",13733
"8212","ENSG00000142303","ADAMTS10",5703
"8214","ENSG00000142327","RNPEPL1",7767
"8215","ENSG00000142330","CAPN10",7474
"8216","ENSG00000142347","MYO1F",8550
"8217","ENSG00000142396","ERVK3-1",5023
"8218","ENSG00000142405","NLRP12",5088
"8219","ENSG00000142408","CACNG8",8747
"8220","ENSG00000142409","ZNF787",3671
"8221","ENSG00000142444","TIMM29",1863
"8223","ENSG00000142453","CARM1",4455
"8224","ENSG00000142459","EVI5L",6252
"8226","ENSG00000142494","SLC47A1",5719
"8227","ENSG00000142507","PSMB6",1448
"8229","ENSG00000142512","SIGLEC10",3667
"8230","ENSG00000142513","ACP4",1347
"8232","ENSG00000142528","ZNF473",6898
"8234","ENSG00000142534","RPS11",1390
"8236","ENSG00000142541","RPL13A",2369
"8237","ENSG00000142544","CTU1",2087
"8238","ENSG00000142546","NOSIP",4248
"8239","ENSG00000142549","IGLON5",2606
"8240","ENSG00000142552","RCN3",2093
"8241","ENSG00000142556","ZNF614",5813
"8242","ENSG00000142583","SLC2A5",6693
"8243","ENSG00000142599","RERE",11503
"8246","ENSG00000142611","PRDM16",9767
"8249","ENSG00000142621","FHAD1",12805
"8251","ENSG00000142627","EPHA2",4159
"8252","ENSG00000142632","ARHGEF19",3745
"8253","ENSG00000142634","EFHD2",2531
"8254","ENSG00000142655","PEX14",2995
"8255","ENSG00000142657","PGD",2966
"8257","ENSG00000142669","SH3BGRL3",1786
"8258","ENSG00000142675","CNKSR1",4043
"8259","ENSG00000142676","RPL11",1987
"8261","ENSG00000142684","ZNF593",1956
"8262","ENSG00000142686","C1orf216",3629
"8263","ENSG00000142687","KIAA0319L",9629
"8264","ENSG00000142694","EVA1B",1211
"8267","ENSG00000142731","PLK4",4482
"8268","ENSG00000142733","MAP3K6",4951
"8270","ENSG00000142751","GPN2",4979
"8271","ENSG00000142765","SYTL1",5584
"8272","ENSG00000142784","WDTC1",6024
"8274","ENSG00000142794","NBPF3",6812
"8275","ENSG00000142798","HSPG2",17666
"8276","ENSG00000142856","ITGB3BP",5459
"8277","ENSG00000142864","SERBP1",7676
"8278","ENSG00000142867","BCL10",2819
"8280","ENSG00000142875","PRKACB",6730
"8281","ENSG00000142892","PIGK",5513
"8283","ENSG00000142920","AZIN2",6559
"8284","ENSG00000142937","RPS8",2847
"8285","ENSG00000142945","KIF2C",3646
"8286","ENSG00000142949","PTPRF",10712
"8287","ENSG00000142959","BEST4",2047
"8288","ENSG00000142961","MOB3C",5916
"8292","ENSG00000143013","LMO4",5833
"8295","ENSG00000143033","MTF2",5909
"8297","ENSG00000143061","IGSF3",7400
"8298","ENSG00000143067","ZNF697",5041
"8299","ENSG00000143079","CTTNBP2NL",7404
"8300","ENSG00000143093","STRIP1",7352
"8302","ENSG00000143106","PSMA5",5724
"8303","ENSG00000143107","FNDC7",3332
"8304","ENSG00000143110","C1orf162",2768
"8305","ENSG00000143119","CD53",2080
"8307","ENSG00000143126","CELSR2",12349
"8308","ENSG00000143127","ITGA10",6320
"8309","ENSG00000143147","GPR161",11224
"8310","ENSG00000143149","ALDH9A1",3308
"8311","ENSG00000143153","ATP1B1",2962
"8312","ENSG00000143155","TIPRL",3220
"8313","ENSG00000143156","NME7",5737
"8314","ENSG00000143157","POGK",8448
"8315","ENSG00000143158","MPC2",2552
"8316","ENSG00000143162","CREG1",2688
"8317","ENSG00000143164","DCAF6",6306
"8318","ENSG00000143167","GPA33",3200
"8320","ENSG00000143178","TBX19",3647
"8321","ENSG00000143179","UCK2",6756
"8322","ENSG00000143183","TMCO1",5584
"8323","ENSG00000143184","XCL1",1367
"8324","ENSG00000143185","XCL2",565
"8325","ENSG00000143190","POU2F1",15753
"8326","ENSG00000143194","MAEL",3148
"8327","ENSG00000143195","ILDR2",13884
"8329","ENSG00000143198","MGST3",8401
"8330","ENSG00000143199","ADCY10",6139
"8331","ENSG00000143207","COP1",4299
"8332","ENSG00000143217","NECTIN4",3502
"8333","ENSG00000143222","UFC1",2274
"8334","ENSG00000143224","PPOX",4607
"8335","ENSG00000143226","FCGR2A",5314
"8336","ENSG00000143228","NUF2",3362
"8337","ENSG00000143248","RGS5",6821
"8338","ENSG00000143252","SDHC",14160
"8339","ENSG00000143256","PFDN2",677
"8340","ENSG00000143257","NR1I3",3305
"8341","ENSG00000143258","USP21",3764
"8343","ENSG00000143294","PRCC",4108
"8344","ENSG00000143297","FCRL5",12419
"8345","ENSG00000143303","METTL25B",3169
"8346","ENSG00000143314","MRPL24",1695
"8347","ENSG00000143315","PIGM",4319
"8348","ENSG00000143318","CASQ1",2176
"8349","ENSG00000143319","ISG20L2",5262
"8350","ENSG00000143320","CRABP2",1100
"8351","ENSG00000143321","HDGF",3745
"8352","ENSG00000143322","ABL2",13257
"8353","ENSG00000143324","XPR1",8903
"8354","ENSG00000143333","RGS16",2427
"8355","ENSG00000143337","TOR1AIP1",9615
"8357","ENSG00000143341","HMCN1",18579
"8358","ENSG00000143344","RGL1",5305
"8359","ENSG00000143353","LYPLAL1",2966
"8361","ENSG00000143363","PRUNE1",3063
"8362","ENSG00000143365","RORC",6109
"8363","ENSG00000143367","TUFT1",3878
"8364","ENSG00000143368","SF3B4",2245
"8365","ENSG00000143369","ECM1",3360
"8366","ENSG00000143373","ZNF687",6349
"8367","ENSG00000143374","TARS2",4077
"8368","ENSG00000143375","CGN",6616
"8369","ENSG00000143376","SNX27",7467
"8370","ENSG00000143379","SETDB1",7093
"8371","ENSG00000143382","ADAMTSL4",6432
"8372","ENSG00000143384","MCL1",4371
"8373","ENSG00000143384","ADAMTSL4-AS1",4371
"8374","ENSG00000143387","CTSK",1887
"8375","ENSG00000143390","RFX5",4586
"8376","ENSG00000143393","PI4KB",5456
"8377","ENSG00000143398","PIP5K1A",5405
"8378","ENSG00000143401","ANP32E",3605
"8379","ENSG00000143409","MINDY1",3792
"8380","ENSG00000143412","ANXA9",1826
"8381","ENSG00000143416","SELENBP1",3504
"8382","ENSG00000143418","CERS2",4644
"8383","ENSG00000143420","ENSA",5493
"8384","ENSG00000143429","LSP1P5",3065
"8385","ENSG00000143434","SEMA6C",5809
"8386","ENSG00000143436","MRPL9",1812
"8387","ENSG00000143437","ARNT",6516
"8388","ENSG00000143442","POGZ",10272
"8389","ENSG00000143443","C1orf56",2331
"8390","ENSG00000143450","OAZ3",4349
"8391","ENSG00000143452","HORMAD1",2405
"8392","ENSG00000143457","GOLPH3L",3329
"8393","ENSG00000143458","GABPB2",9189
"8396","ENSG00000143476","DTL",4916
"8397","ENSG00000143479","DYRK3",4218
"8398","ENSG00000143486","EIF2D",8064
"8399","ENSG00000143493","INTS7",5311
"8400","ENSG00000143494","VASH2",9086
"8401","ENSG00000143498","TAF1A",2895
"8402","ENSG00000143499","SMYD2",4889
"8403","ENSG00000143502","SUSD4",4710
"8404","ENSG00000143507","DUSP10",2914
"8405","ENSG00000143512","HHIPL2",3289
"8406","ENSG00000143514","TP53BP2",5991
"8407","ENSG00000143515","ATP8B2",7572
"8410","ENSG00000143537","ADAM15",6584
"8411","ENSG00000143543","JTB",1496
"8412","ENSG00000143545","RAB13",2751
"8413","ENSG00000143546","S100A8",1006
"8414","ENSG00000143549","TPM3",8389
"8415","ENSG00000143552","NUP210L",5889
"8416","ENSG00000143553","SNAPIN",1544
"8417","ENSG00000143554","SLC27A3",5470
"8419","ENSG00000143569","UBAP2L",7503
"8420","ENSG00000143570","SLC39A1",3388
"8421","ENSG00000143575","HAX1",2155
"8422","ENSG00000143578","CREB3L4",2904
"8423","ENSG00000143590","EFNA3",1909
"8424","ENSG00000143595","AQP10",2292
"8425","ENSG00000143603","KCNN3",13598
"8426","ENSG00000143612","C1orf43",2582
"8427","ENSG00000143614","GATAD2B",7478
"8428","ENSG00000143621","ILF2",2281
"8429","ENSG00000143622","RIT1",3919
"8430","ENSG00000143624","INTS3",10450
"8434","ENSG00000143632","ACTA1",1495
"8435","ENSG00000143633","C1orf131",5413
"8436","ENSG00000143641","GALNT2",7743
"8437","ENSG00000143643","TTC13",4212
"8438","ENSG00000143653","SCCPDH",2503
"8439","ENSG00000143669","LYST",19614
"8440","ENSG00000143674","MAP3K21",7916
"8441","ENSG00000143702","CEP170",10939
"8442","ENSG00000143702","CEP170P1",10939
"8443","ENSG00000143727","ACP1",4160
"8444","ENSG00000143740","SNAP47",6580
"8445","ENSG00000143742","SRP9",1728
"8446","ENSG00000143748","NVL",4813
"8447","ENSG00000143751","SDE2",3975
"8448","ENSG00000143753","DEGS1",2515
"8449","ENSG00000143756","FBXO28",6044
"8450","ENSG00000143761","ARF1",3281
"8452","ENSG00000143771","CNIH4",5098
"8453","ENSG00000143772","ITPKB",7036
"8454","ENSG00000143774","GUK1",4725
"8455","ENSG00000143776","CDC42BPA",14055
"8456","ENSG00000143786","CNIH3",6386
"8457","ENSG00000143793","C1orf35",4308
"8458","ENSG00000143797","MBOAT2",8798
"8459","ENSG00000143799","PARP1",7169
"8460","ENSG00000143801","PSEN2",3752
"8461","ENSG00000143811","PYCR2",3602
"8462","ENSG00000143815","LBR",5257
"8463","ENSG00000143816","WNT9A",3971
"8464","ENSG00000143819","EPHX1",2508
"8466","ENSG00000143842","SOX13",7420
"8467","ENSG00000143845","ETNK2",4472
"8468","ENSG00000143847","PPFIA4",9707
"8469","ENSG00000143850","PLEKHA6",7820
"8470","ENSG00000143851","PTPN7",5906
"8471","ENSG00000143858","SYT2",7774
"8472","ENSG00000143862","ARL8A",1975
"8474","ENSG00000143869","GDF7",9749
"8475","ENSG00000143870","PDIA6",4101
"8476","ENSG00000143878","RHOB",2372
"8477","ENSG00000143882","ATP6V1C2",3324
"8478","ENSG00000143889","HNRNPLL",5923
"8479","ENSG00000143891","GALM",2790
"8480","ENSG00000143919","CAMKMT",3991
"8482","ENSG00000143924","EML4",8357
"8483","ENSG00000143933","CALM2",6466
"8484","ENSG00000143942","CHAC2",1321
"8485","ENSG00000143947","RPS27A",3130
"8486","ENSG00000143951","WDPCP",11776
"8487","ENSG00000143952","VPS54",5091
"8489","ENSG00000143970","ASXL2",13023
"8490","ENSG00000143971","ETAA1",3486
"8491","ENSG00000143977","SNRPG",1795
"8492","ENSG00000143994","ABHD1",4630
"8493","ENSG00000143995","MEIS1",10934
"8496","ENSG00000144021","CIAO1",4031
"8497","ENSG00000144026","ZNF514",6813
"8498","ENSG00000144028","SNRNP200",10926
"8499","ENSG00000144029","MRPS5",6719
"8500","ENSG00000144031","ANKRD53",2526
"8501","ENSG00000144034","TPRKB",2047
"8503","ENSG00000144036","EXOC6B",10185
"8504","ENSG00000144040","SFXN5",11087
"8505","ENSG00000144043","TEX261",4260
"8506","ENSG00000144045","DQX1",2940
"8507","ENSG00000144048","DUSP11",3544
"8509","ENSG00000144061","NPHP1",11763
"8511","ENSG00000144115","THNSL2",6431
"8512","ENSG00000144118","RALB",2915
"8514","ENSG00000144120","TMEM177",2588
"8515","ENSG00000144130","NT5DC4",4225
"8516","ENSG00000144134","RABL2A",6008
"8517","ENSG00000144136","SLC20A1",5577
"8518","ENSG00000144152","FBLN7",6578
"8519","ENSG00000144161","ZC3H8",6600
"8520","ENSG00000144182","LIPT1",2279
"8522","ENSG00000144199","FAHD2B",2662
"8523","ENSG00000144214","LYG1",1093
"8524","ENSG00000144218","AFF3",12737
"8525","ENSG00000144224","UBXN4",5112
"8527","ENSG00000144228","SPOPL",6468
"8530","ENSG00000144231","POLR2D",5226
"8531","ENSG00000144233","AMMECR1L",4761
"8533","ENSG00000144283","PKP4",9525
"8535","ENSG00000144290","SLC4A10",7550
"8536","ENSG00000144306","SCRN3",4144
"8537","ENSG00000144320","LNPK",9122
"8540","ENSG00000144354","CDCA7",3934
"8542","ENSG00000144357","UBR3",10063
"8543","ENSG00000144362","PHOSPHO2",1488
"8545","ENSG00000144369","FAM171B",5826
"8546","ENSG00000144381","HSPD1",4245
"8547","ENSG00000144395","CCDC150",9683
"8548","ENSG00000144401","METTL21A",6798
"8550","ENSG00000144407","PTH2R",4390
"8552","ENSG00000144426","NBEAL1",16376
"8553","ENSG00000144445","KANSL1L",8468
"8554","ENSG00000144451","SPAG16",8257
"8556","ENSG00000144455","SUMF1",6952
"8557","ENSG00000144455","LOC100130207",6952
"8559","ENSG00000144468","RHBDD1",6926
"8560","ENSG00000144476","ACKR3",2258
"8562","ENSG00000144485","HES6",2037
"8563","ENSG00000144488","ESPNL",5362
"8564","ENSG00000144504","ANKMY1",11477
"8565","ENSG00000144524","COPS7B",6066
"8566","ENSG00000144535","DIS3L2",11337
"8567","ENSG00000144550","CPNE9",2335
"8568","ENSG00000144554","FANCD2",8378
"8569","ENSG00000144559","TAMM41",5925
"8570","ENSG00000144560","VGLL4",7207
"8571","ENSG00000144566","RAB5A",3785
"8572","ENSG00000144567","RETREG2",5689
"8573","ENSG00000144579","CTDSP1",4727
"8574","ENSG00000144580","CNOT9",5289
"8576","ENSG00000144589","STK11IP",5694
"8577","ENSG00000144591","GMPPA",5331
"8578","ENSG00000144596","GRIP2",11704
"8579","ENSG00000144597","EAF1",5152
"8581","ENSG00000144635","DYNC1LI1",6132
"8582","ENSG00000144642","RBMS3",10350
"8584","ENSG00000144645","OSBPL10",11976
"8585","ENSG00000144647","POMGNT2",2668
"8586","ENSG00000144648","ACKR2",5469
"8587","ENSG00000144649","GASK1A",4411
"8588","ENSG00000144655","CSRNP1",3214
"8589","ENSG00000144659","SLC25A38",2151
"8590","ENSG00000144668","ITGA9",8277
"8591","ENSG00000144671","SLC22A14",3659
"8592","ENSG00000144674","GOLGA4",10737
"8593","ENSG00000144677","CTDSPL",5796
"8594","ENSG00000144681","STAC",4396
"8595","ENSG00000144711","IQSEC1",6882
"8596","ENSG00000144712","CAND2",5478
"8597","ENSG00000144713","RPL32",3720
"8598","ENSG00000144724","PTPRG",14633
"8600","ENSG00000144736","SHQ1",5841
"8601","ENSG00000144741","SLC25A26",5850
"8602","ENSG00000144744","UBA3",4106
"8603","ENSG00000144746","ARL6IP5",2522
"8604","ENSG00000144747","TMF1",6999
"8605","ENSG00000144749","LRIG1",7032
"8607","ENSG00000144791","LIMD1",12673
"8608","ENSG00000144792","ZNF660",6513
"8609","ENSG00000144802","NFKBIZ",5902
"8611","ENSG00000144815","NXPE3",9474
"8613","ENSG00000144821","MYH15",7694
"8614","ENSG00000144824","PHLDB2",12109
"8615","ENSG00000144827","ABHD10",3021
"8617","ENSG00000144837","PLA1A",2202
"8618","ENSG00000144840","RABL3",4684
"8619","ENSG00000144843","ADPRH",4615
"8620","ENSG00000144847","IGSF11",4899
"8621","ENSG00000144848","ATG3",6111
"8622","ENSG00000144852","NR1I2",5381
"8623","ENSG00000144857","BOC",10330
"8624","ENSG00000144867","SRPRB",4180
"8625","ENSG00000144868","TMEM108",8425
"8627","ENSG00000144893","MED12L",12619
"8628","ENSG00000144895","EIF2A",4131
"8630","ENSG00000144909","OSBPL11",4191
"8631","ENSG00000144935","TRPC1",4768
"8632","ENSG00000144959","NCEH1",4808
"8634","ENSG00000145002","FAM86B2",1366
"8635","ENSG00000145012","LPP",25535
"8636","ENSG00000145014","TMEM44",4561
"8637","ENSG00000145016","RUBCN",8613
"8638","ENSG00000145020","AMT",4561
"8639","ENSG00000145022","TCTA",2747
"8640","ENSG00000145029","NICN1",2929
"8642","ENSG00000145041","DCAF1",6849
"8643","ENSG00000145050","MANF",2111
"8646","ENSG00000145088","EAF2",1770
"8647","ENSG00000145103","ILDR1",2953
"8648","ENSG00000145107","TM4SF19",1899
"8651","ENSG00000145191","EIF2B5",5975
"8653","ENSG00000145194","ECE2",6552
"8654","ENSG00000145198","VWA5B2",5730
"8655","ENSG00000145214","DGKQ",4970
"8656","ENSG00000145216","FIP1L1",5636
"8657","ENSG00000145217","SLC26A1",4293
"8658","ENSG00000145220","LYAR",2319
"8659","ENSG00000145241","CENPC",8613
"8661","ENSG00000145244","CORIN",10087
"8662","ENSG00000145246","ATP10D",7965
"8663","ENSG00000145247","OCIAD2",2483
"8666","ENSG00000145284","SCD5",4292
"8667","ENSG00000145287","PLAC8",3853
"8668","ENSG00000145293","ENOPH1",2025
"8671","ENSG00000145331","TRMT10A",4379
"8672","ENSG00000145332","KLHL8",7354
"8673","ENSG00000145335","SNCA",4014
"8675","ENSG00000145348","TBCK",11112
"8676","ENSG00000145349","CAMK2D",7363
"8677","ENSG00000145354","CISD2",2607
"8678","ENSG00000145358","DDIT4L",2994
"8679","ENSG00000145362","ANK2",18212
"8680","ENSG00000145365","TIFA",4250
"8681","ENSG00000145375","SPATA5",8247
"8683","ENSG00000145386","CCNA2",2798
"8684","ENSG00000145388","METTL14",6862
"8685","ENSG00000145390","USP53",11950
"8686","ENSG00000145391","SETD7",13916
"8687","ENSG00000145391","LOC105377622",13916
"8688","ENSG00000145414","NAF1",4808
"8689","ENSG00000145416","MARCHF1",10421
"8691","ENSG00000145425","RPS3A",2341
"8692","ENSG00000145428","RNF175",4390
"8693","ENSG00000145431","PDGFC",5593
"8694","ENSG00000145439","CBR4",5110
"8695","ENSG00000145451","GLRA3",9599
"8696","ENSG00000145476","CYP4V2",9807
"8697","ENSG00000145491","ROPN1L",1817
"8698","ENSG00000145494","NDUFS6",1451
"8699","ENSG00000145495","MARCHF6",11336
"8702","ENSG00000145536","ADAMTS16",5863
"8703","ENSG00000145545","SRD5A1",7715
"8704","ENSG00000145555","MYO10",13963
"8705","ENSG00000145569","OTULINL",4074
"8706","ENSG00000145592","RPL37",8153
"8707","ENSG00000145604","SKP2",3837
"8708","ENSG00000145623","OSMR",7174
"8710","ENSG00000145632","PLK2",4768
"8712","ENSG00000145649","GZMA",894
"8713","ENSG00000145675","PIK3R1",10767
"8715","ENSG00000145685","LHFPL2",7977
"8716","ENSG00000145687","SSBP2",11284
"8718","ENSG00000145700","ANKRD31",6273
"8719","ENSG00000145703","IQGAP2",7904
"8720","ENSG00000145708","CRHBP",2803
"8721","ENSG00000145715","RASA1",5232
"8722","ENSG00000145721","LIX1",4115
"8723","ENSG00000145723","GIN1",4182
"8724","ENSG00000145725","PPIP5K2",17270
"8725","ENSG00000145730","PAM",8846
"8727","ENSG00000145736","GTF2H2",8676
"8728","ENSG00000145736","GTF2H2C",8676
"8729","ENSG00000145740","SLC30A5",5784
"8730","ENSG00000145741","BTF3",2467
"8731","ENSG00000145743","FBXL17",8125
"8732","ENSG00000145757","SPATA9",2811
"8734","ENSG00000145779","TNFAIP8",9591
"8735","ENSG00000145780","FEM1C",5816
"8736","ENSG00000145781","COMMD10",2464
"8737","ENSG00000145782","ATG12",8888
"8740","ENSG00000145817","YIPF5",3701
"8741","ENSG00000145819","ARHGAP26",13347
"8745","ENSG00000145833","DDX46",9222
"8747","ENSG00000145850","TIMD4",1555
"8748","ENSG00000145860","RNF145",4614
"8752","ENSG00000145868","FBXO38",8722
"8754","ENSG00000145882","PCYOX1L",6069
"8756","ENSG00000145901","TNIP1",5793
"8757","ENSG00000145907","G3BP1",12406
"8758","ENSG00000145908","ZNF300",4411
"8759","ENSG00000145911","N4BP3",6080
"8760","ENSG00000145912","NHP2",1510
"8761","ENSG00000145916","RMND5B",7701
"8762","ENSG00000145919","BOD1",2018
"8765","ENSG00000145936","KCNMB1",6079
"8766","ENSG00000145945","FAM50B",1932
"8767","ENSG00000145949","MYLK4",5806
"8768","ENSG00000145975","FAM217A",3138
"8769","ENSG00000145979","TBC1D7",8300
"8770","ENSG00000145979","TBC1D7-LOC100130357",8300
"8771","ENSG00000145982","FARS2",2351
"8772","ENSG00000145990","GFOD1",10686
"8773","ENSG00000145996","CDKAL1",4602
"8775","ENSG00000146005","PSD2",4513
"8776","ENSG00000146006","LRRTM2",6095
"8777","ENSG00000146007","ZMAT2",1812
"8779","ENSG00000146021","KLHL3",11854
"8784","ENSG00000146054","TRIM7",7338
"8785","ENSG00000146063","TRIM41",12803
"8786","ENSG00000146066","HIGD2A",668
"8787","ENSG00000146067","FAM193B",5804
"8788","ENSG00000146070","PLA2G7",2026
"8789","ENSG00000146072","TNFRSF21",3595
"8790","ENSG00000146083","RNF44",5660
"8791","ENSG00000146085","MMUT",3749
"8793","ENSG00000146094","DOK3",4821
"8794","ENSG00000146109","ABT1",2949
"8797","ENSG00000146122","DAAM2",12955
"8798","ENSG00000146143","PRIM2",4667
"8802","ENSG00000146192","FGD2",10167
"8803","ENSG00000146197","SCUBE3",7356
"8804","ENSG00000146205","ANO7",5695
"8805","ENSG00000146215","CRIP3",2453
"8807","ENSG00000146221","TCTE1",3067
"8808","ENSG00000146223","RPL7L1",7809
"8809","ENSG00000146232","NFKBIE",2581
"8811","ENSG00000146242","TPBG",6904
"8812","ENSG00000146243","IRAK1BP1",7542
"8813","ENSG00000146247","PHIP",13252
"8815","ENSG00000146263","MMS22L",21793
"8818","ENSG00000146278","PNRC1",2992
"8819","ENSG00000146281","PM20D2",4708
"8820","ENSG00000146282","RARS2",2545
"8821","ENSG00000146285","SCML4",7116
"8822","ENSG00000146350","TBC1D32",6912
"8825","ENSG00000146373","RNF217",12779
"8827","ENSG00000146376","ARHGAP18",4640
"8831","ENSG00000146386","ABRACL",1200
"8833","ENSG00000146409","SLC18B1",2444
"8834","ENSG00000146410","MTFR2",2450
"8835","ENSG00000146411","SLC2A12",4468
"8836","ENSG00000146414","SHPRH",17637
"8837","ENSG00000146416","AIG1",6016
"8838","ENSG00000146425","DYNLT1",2949
"8839","ENSG00000146426","TIAM2",11532
"8840","ENSG00000146433","TMEM181",5390
"8841","ENSG00000146453","PNLDC1",2206
"8842","ENSG00000146457","WTAP",5830
"8843","ENSG00000146463","ZMYM4",7647
"8845","ENSG00000146476","ARMT1",2819
"8846","ENSG00000146477","SLC22A3",3348
"8848","ENSG00000146530","VWDE",6490
"8849","ENSG00000146535","GNA12",6120
"8850","ENSG00000146540","C7orf50",4961
"8851","ENSG00000146555","SDK1",12062
"8852","ENSG00000146556","WASH2P",2958
"8853","ENSG00000146574","CCZ1B",7316
"8854","ENSG00000146576","C7orf26",2728
"8855","ENSG00000146587","RBAK",6960
"8856","ENSG00000146592","CREB5",11674
"8860","ENSG00000146670","CDCA5",3925
"8861","ENSG00000146674","IGFBP3",4571
"8862","ENSG00000146676","PURB",9069
"8863","ENSG00000146677","RPL32P18",408
"8865","ENSG00000146700","SSC4D",2819
"8866","ENSG00000146701","MDH2",3641
"8868","ENSG00000146722","LOC541473",1122
"8869","ENSG00000146729","NIPSNAP2",5651
"8870","ENSG00000146731","CCT6A",3901
"8871","ENSG00000146733","PSPH",2762
"8873","ENSG00000146757","ZNF92",3512
"8874","ENSG00000146776","ATXN7L1",8295
"8875","ENSG00000146802","TMEM168",7995
"8877","ENSG00000146826","TRAPPC14",3255
"8878","ENSG00000146828","SLC12A9",8894
"8879","ENSG00000146830","GIGYF1",6709
"8880","ENSG00000146833","TRIM4",4891
"8881","ENSG00000146834","MEPCE",3420
"8883","ENSG00000146842","TMEM209",4759
"8884","ENSG00000146856","AGBL3",7307
"8886","ENSG00000146858","ZC3HAV1L",1753
"8887","ENSG00000146859","TMEM140",2313
"8888","ENSG00000146872","TLK2",8563
"8889","ENSG00000146904","EPHA1",4733
"8890","ENSG00000146909","NOM1",7788
"8892","ENSG00000146918","NCAPG2",6988
"8896","ENSG00000146955","RAB19",997
"8897","ENSG00000146963","LUC7L2",6316
"8899","ENSG00000147003","CLTRN",1578
"8900","ENSG00000147010","SH3KBP1",5780
"8902","ENSG00000147036","LANCL3",10298
"8904","ENSG00000147044","CASK",10529
"8905","ENSG00000147050","KDM6A",7139
"8906","ENSG00000147059","SPIN2A",2889
"8907","ENSG00000147065","MSN",5971
